team_name,opponent_name,points_for,points_against,location,datetime,
2021-11-26-17-california-riverside,UC-Riverside,Florida A&M,60,49,Home,11/26/21 17:00
2021-11-29-22-saint-marys-ca,UC-Riverside,Saint Mary's (CA),50,67,Away,11/29/21 22:00
2021-12-01-22-oregon,UC-Riverside,Oregon,65,71,Away,12/1/21 22:00
2022-01-06-22-california-riverside,UC-Riverside,UC-San Diego,59,51,Home,1/6/22 22:00
2021-11-09-17-california,UC-San Diego,University of California,80,67,Away,11/9/21 17:00
2021-11-13-22-california-san-diego,UC-San Diego,George Washington,75,55,Home,11/13/21 22:00
2021-11-20-22-sacramento-state,UC-San Diego,Sacramento State,71,56,Away,11/20/21 22:00
2021-11-24-21-montana,UC-San Diego,Montana,61,71,Away,11/24/21 21:30
2021-11-25-19-southern-mississippi,UC-San Diego,Southern Mississippi,55,56,Neutral,11/25/21 19:00
2021-12-02-22-california-san-diego,UC-San Diego,Eastern Michigan,83,74,Home,12/2/21 22:00
2021-12-12-20-seattle,UC-San Diego,Seattle,51,73,Away,12/12/21 20:00
2021-12-15-21-denver,UC-San Diego,Denver,56,64,Away,12/15/21 21:00
2021-12-22-21-san-diego-state,UC-San Diego,San Diego State,57,78,Away,12/22/21 21:00
2021-12-30-22-california-san-diego,UC-San Diego,UC-Santa Barbara,85,83,Home,12/30/21 22:00
2022-01-15-23-hawaii,UC-San Diego,Hawaii,56,79,Away,1/15/22 23:59
2021-11-15-23-washington-state,UC-Santa Barbara,Washington State,65,73,Away,11/15/21 23:00
2021-11-20-16-california-santa-barbara,UC-Santa Barbara,Chicago State,81,50,Home,11/20/21 16:00
2021-11-29-21-california-santa-barbara,UC-Santa Barbara,Texas-Arlington,62,70,Home,11/29/21 21:00
2021-12-03-22-california-santa-barbara,UC-Santa Barbara,Pepperdine,86,74,Home,12/3/21 22:00
2021-12-11-18-saint-marys-ca,UC-Santa Barbara,Saint Mary's (CA),59,80,Away,12/11/21 18:00
2021-12-14-22-pacific,UC-Santa Barbara,Pacific,71,80,Away,12/14/21 22:00
2021-12-19-22-california-santa-barbara,UC-Santa Barbara,Florida A&M,73,62,Home,12/19/21 22:00
2021-12-22-16-california-santa-barbara,UC-Santa Barbara,Idaho State,56,43,Home,12/22/21 16:00
2022-01-13-22-long-beach-state,UC-Santa Barbara,Cal State Long Beach,58,65,Away,1/13/22 22:00
2021-11-13-20-nevada-las-vegas,University of California,Nevada-Las Vegas,52,55,Away,11/13/21 20:00
2021-11-15-21-california,University of California,San Diego,75,70,Home,11/15/21 21:00
2021-11-18-22-california,University of California,Southern Utah,75,68,Home,11/18/21 22:00
2021-11-22-20-florida,University of California,Florida,60,80,Neutral,11/22/21 20:30
2021-11-24-18-california,University of California,Seton Hall,59,62,Neutral,11/24/21 18:00
2021-11-28-21-california,University of California,Fresno State,65,57,Home,11/28/21 21:00
2021-12-02-22-california,University of California,Oregon State,73,61,Home,12/2/21 22:30
2021-12-05-17-utah,University of California,Utah,58,66,Away,12/5/21 17:00
2021-12-08-22-california,University of California,Idaho State,72,46,Home,12/8/21 22:00
2021-12-11-21-california,University of California,Santa Clara,72,60,Home,12/11/21 21:00
2021-12-19-16-california,University of California,Dartmouth,61,55,Home,12/19/21 16:00
2021-12-22-18-california,University of California,Pacific,73,53,Home,12/22/21 18:00
2022-01-06-23-california,University of California,Southern California,63,77,Home,1/6/22 23:00
2022-01-08-20-california,University of California,UCLA,52,60,Home,1/8/22 20:00
2022-01-12-22-washington,University of California,Washington,55,64,Away,1/12/22 22:00
2022-01-15-16-washington-state,University of California,Washington State,57,65,Away,1/15/22 16:00
2021-11-12-13-campbell,Campbell,Hartford,68,67,Neutral,11/12/21 13:30
2021-11-13-20-duke,Campbell,Duke,56,67,Away,11/13/21 20:00
2021-11-18-19-marshall,Campbell,Marshall,67,65,Away,11/18/21 19:00
2021-11-24-13-campbell,Campbell,Maryland-Eastern Shore,66,55,Home,11/24/21 13:00
2021-11-27-15-stetson,Campbell,Stetson,60,58,Away,11/27/21 15:00
2021-12-04-16-virginia-commonwealth,Campbell,Virginia Commonwealth,61,65,Away,12/4/21 16:00
2021-12-15-19-campbell,Campbell,Georgia Southern,66,69,Home,12/15/21 19:00
2021-12-22-12-north-carolina-wilmington,Campbell,North Carolina-Wilmington,58,65,Away,12/22/21 12:00
2022-01-05-19-campbell,Campbell,North Carolina-Asheville,54,60,Home,1/5/22 19:00
2022-01-10-17-winthrop,Campbell,Winthrop,72,74,Away,1/10/22 17:00
2022-01-12-19-campbell,Campbell,Charleston Southern,67,52,Home,1/12/22 19:00
2022-01-15-14-campbell,Campbell,Radford,70,58,Home,1/15/22 14:00
2021-11-09-19-miami-fl,Canisius,Miami (FL),67,77,Away,11/9/21 19:30
2021-11-12-19-east-carolina,Canisius,East Carolina,71,83,Away,11/12/21 19:00
2021-11-14-17-st-bonaventure,Canisius,St. Bonaventure,60,69,Away,11/14/21 17:00
2021-11-20-14-cleveland-state,Canisius,Cleveland State,70,80,Away,11/20/21 14:00
2021-11-24-14-canisius,Canisius,Coppin State,76,75,Home,11/24/21 14:00
2021-11-29-19-canisius,Canisius,Cornell,75,89,Home,11/29/21 19:00
2021-12-03-19-canisius,Canisius,Fairfield,68,74,Home,12/3/21 19:00
2021-12-05-13-canisius,Canisius,Monmouth,65,79,Home,12/5/21 13:00
2021-12-08-19-northern-kentucky,Canisius,Northern Kentucky,62,75,Away,12/8/21 19:00
2021-12-11-14-youngstown-state,Canisius,Youngstown State,43,71,Away,12/11/21 14:00
2021-12-22-19-canisius,Canisius,Florida Gulf Coast,97,90,Home,12/22/21 19:00
2022-01-11-14-canisius,Canisius,Quinnipiac,79,67,Home,1/11/22 14:00
2022-01-13-19-niagara,Canisius,Niagara,58,68,Away,1/13/22 19:00
2021-11-09-20-saint-louis,Central Arkansas,Saint Louis,61,96,Away,11/9/21 20:00
2021-11-20-16-central-arkansas,Central Arkansas,Oral Roberts,70,67,Home,11/20/21 16:15
2021-11-24-14-new-orleans,Central Arkansas,New Orleans,63,90,Away,11/24/21 14:00
2021-11-26-16-central-arkansas,Central Arkansas,Presbyterian,66,75,Neutral,11/26/21 16:00
2021-12-18-20-missouri-state,Central Arkansas,Missouri State,70,106,Away,12/18/21 20:00
2021-12-29-20-texas-am,Central Arkansas,Texas A&M,59,85,Away,12/29/21 20:00
2022-01-04-19-eastern-kentucky,Central Arkansas,Eastern Kentucky,79,72,Away,1/4/22 19:00
2022-01-09-15-central-arkansas,Central Arkansas,Lipscomb,93,88,Home,1/9/22 15:00
2022-01-15-16-central-arkansas,Central Arkansas,North Alabama,89,88,Home,1/15/22 16:00
2021-11-09-18-connecticut,Central Connecticut State,Connecticut,48,99,Away,11/9/21 18:30
2021-11-16-20-north-carolina-state,Central Connecticut State,North Carolina State,65,79,Neutral,11/16/21 20:00
2021-11-17-17-massachusetts-lowell,Central Connecticut State,Massachusetts-Lowell,53,77,Neutral,11/17/21 17:00
2021-11-20-13-quinnipiac,Central Connecticut State,Quinnipiac,65,76,Away,11/20/21 13:00
2021-11-23-19-maine,Central Connecticut State,Maine,64,56,Away,11/23/21 19:00
2021-11-28-13-central-connecticut-state,Central Connecticut State,Fordham,83,89,Home,11/28/21 13:00
2021-12-01-19-central-connecticut-state,Central Connecticut State,Holy Cross,73,67,Home,12/1/21 19:00
2021-12-04-16-new-hampshire,Central Connecticut State,New Hampshire,45,67,Away,12/4/21 16:00
2021-12-11-14-providence,Central Connecticut State,Providence,53,68,Away,12/11/21 14:00
2021-12-14-18-stony-brook,Central Connecticut State,Stony Brook,67,87,Away,12/14/21 18:30
2021-12-18-13-central-connecticut-state,Central Connecticut State,Hartford,75,65,Home,12/18/21 13:00
2021-12-31-16-st-francis-ny,Central Connecticut State,St. Francis (NY),67,55,Away,12/31/21 16:00
2022-01-01-17-rutgers,Central Connecticut State,Rutgers,48,79,Away,1/1/22 17:00
2022-01-08-13-central-connecticut-state,Central Connecticut State,Merrimack,57,66,Home,1/8/22 13:00
2022-01-15-14-long-island-university,Central Connecticut State,Long Island University,61,83,Away,1/15/22 14:00
2021-11-10-19-central-florida,Central Florida,Robert Morris,69,59,Home,11/10/21 19:00
2021-11-13-13-miami-fl,Central Florida,Miami (FL),95,89,Away,11/13/21 13:00
2021-11-16-19-central-florida,Central Florida,Jacksonville,63,54,Home,11/16/21 19:00
2021-11-20-14-evansville,Central Florida,Evansville,75,59,Away,11/20/21 14:00
2021-11-27-14-central-florida,Central Florida,Oklahoma,62,65,Home,11/27/21 14:00
2021-12-11-14-central-florida,Central Florida,North Carolina A&T,83,68,Home,12/11/21 14:00
2021-12-15-19-temple,Central Florida,Temple,65,48,Away,12/15/21 19:00
2021-12-22-19-central-florida,Central Florida,North Alabama,75,64,Home,12/22/21 19:00
2021-12-30-19-central-florida,Central Florida,Michigan,85,71,Home,12/30/21 19:00
2022-01-02-14-southern-methodist,Central Florida,Southern Methodist,60,72,Away,1/2/22 14:00
2022-01-05-19-central-florida,Central Florida,Temple,62,66,Home,1/5/22 19:00
2022-01-12-19-central-florida,Central Florida,Memphis,74,64,Home,1/12/22 19:00
2022-01-15-19-south-florida,Central Florida,South Florida,51,75,Away,1/15/22 19:00
2021-11-09-20-missouri,Central Michigan,Missouri,68,78,Away,11/9/21 20:00
2021-11-13-18-depaul,Central Michigan,DePaul,66,99,Away,11/13/21 18:00
2021-11-15-20-eastern-illinois,Central Michigan,Eastern Illinois,62,61,Away,11/15/21 20:00
2021-11-22-23-central-michigan,Central Michigan,Gonzaga,54,107,Neutral,11/22/21 23:00
2021-11-29-19-kentucky,Central Michigan,Kentucky,57,85,Away,11/29/21 19:00
2021-12-01-18-xavier,Central Michigan,Xavier,45,78,Away,12/1/21 18:30
2021-12-05-14-central-michigan,Central Michigan,Western Illinois,70,97,Home,12/5/21 14:00
2021-12-08-19-youngstown-state,Central Michigan,Youngstown State,77,84,Away,12/8/21 19:00
2021-12-11-16-central-michigan,Central Michigan,Illinois-Chicago,67,71,Home,12/11/21 16:30
2021-12-19-13-detroit-mercy,Central Michigan,Detroit Mercy,75,89,Away,12/19/21 13:00
2021-12-29-16-kent-state,Central Michigan,Kent State,72,69,Away,12/29/21 16:30
2022-01-04-19-central-michigan,Central Michigan,Toledo,54,82,Home,1/4/22 19:00
2022-01-11-19-eastern-michigan,Central Michigan,Eastern Michigan,68,99,Away,1/11/22 19:00
2021-11-12-19-mississippi,Charleston Southern,Mississippi,68,93,Away,11/12/21 19:00
2021-11-17-19-wake-forest,Charleston Southern,Wake Forest,59,95,Away,11/17/21 19:00
2021-11-22-19-georgia-tech,Charleston Southern,Georgia Tech,70,85,Away,11/22/21 19:00
2021-11-26-14-clemson,Charleston Southern,Clemson,59,91,Away,11/26/21 14:00
2021-11-28-16-kennesaw-state,Charleston Southern,Kennesaw State,52,89,Away,11/28/21 16:00
2021-12-02-20-charleston-southern,Charleston Southern,Jacksonville,56,67,Home,12/2/21 20:00
2021-12-05-20-tarleton-state,Charleston Southern,Tarleton State,59,57,Away,12/5/21 20:00
2021-12-16-20-charleston-southern,Charleston Southern,Tennessee State,75,78,Home,12/16/21 20:00
2021-12-20-19-charleston-southern,Charleston Southern,Manhattan,75,99,Neutral,12/20/21 19:00
2021-12-21-17-charleston-southern,Charleston Southern,South Carolina State,65,75,Neutral,12/21/21 17:00
2022-01-05-19-charleston-southern,Charleston Southern,Gardner-Webb,63,88,Home,1/5/22 19:00
2022-01-08-16-north-carolina-asheville,Charleston Southern,North Carolina-Asheville,59,82,Away,1/8/22 16:30
2022-01-15-17-charleston-southern,Charleston Southern,Winthrop,65,70,Home,1/15/22 17:30
2021-11-09-19-charlotte,Charlotte,Monmouth,68,66,Home,11/9/21 19:00
2021-11-12-19-charlotte,Charlotte,South Carolina Upstate,76,64,Home,11/12/21 19:00
2021-11-22-12-charlotte,Charlotte,Toledo,86,98,Neutral,11/22/21 12:00
2021-11-23-14-drexel,Charlotte,Drexel,55,67,Neutral,11/23/21 14:30
2021-11-30-19-charlotte,Charlotte,Davidson,58,75,Home,11/30/21 19:00
2021-12-04-14-charlotte,Charlotte,George Washington,86,79,Home,12/4/21 14:00
2021-12-11-13-valparaiso,Charlotte,Valparaiso,68,67,Away,12/11/21 13:00
2021-12-17-21-charlotte,Charlotte,Wake Forest,79,82,Neutral,12/17/21 21:00
2021-12-20-19-charlotte,Charlotte,Maryland-Eastern Shore,70,54,Home,12/20/21 19:00
2021-12-22-17-charlotte,Charlotte,Western Carolina,98,82,Home,12/22/21 17:00
2022-01-13-19-charlotte,Charlotte,Texas-El Paso,66,53,Home,1/13/22 19:00
2022-01-15-13-charlotte,Charlotte,Texas-San Antonio,62,53,Home,1/15/22 13:00
2021-11-09-22-loyola-marymount,Chattanooga,Loyola Marymount,75,64,Away,11/9/21 22:00
2021-11-14-14-chattanooga,Chattanooga,North Carolina-Asheville,75,45,Home,11/14/21 14:00
2021-11-16-19-chattanooga,Chattanooga,Tennessee Tech,69,62,Home,11/16/21 19:00
2021-11-20-16-virginia-commonwealth,Chattanooga,Virginia Commonwealth,56,54,Away,11/20/21 16:00
2021-11-27-16-chattanooga,Chattanooga,College of Charleston,66,68,Home,11/27/21 16:00
2021-11-30-19-tennessee-tech,Chattanooga,Tennessee Tech,82,65,Away,11/30/21 19:00
2021-12-05-17-lipscomb,Chattanooga,Lipscomb,85,64,Away,12/5/21 17:00
2021-12-08-18-north-carolina-asheville,Chattanooga,North Carolina-Asheville,78,73,Away,12/8/21 18:30
2021-12-18-20-murray-state,Chattanooga,Murray State,76,87,Away,12/18/21 20:00
2021-12-22-19-chattanooga,Chattanooga,Middle Tennessee,77,65,Home,12/22/21 19:00
2021-12-30-19-chattanooga,Chattanooga,East Tennessee State,82,52,Home,12/30/21 19:00
2022-01-05-19-wofford,Chattanooga,Wofford,75,67,Away,1/5/22 19:00
2022-01-08-16-chattanooga,Chattanooga,The Citadel,85,67,Home,1/8/22 16:00
2022-01-12-19-western-carolina,Chattanooga,Western Carolina,59,70,Away,1/12/22 19:00
2022-01-15-15-chattanooga,Chattanooga,Furman,71,69,Home,1/15/22 15:00
2021-11-09-20-chicago-state,Chicago State,St. Thomas (MN),77,72,Home,11/9/21 20:00
2021-11-16-20-loyola-il,Chicago State,Loyola (IL),56,92,Away,11/16/21 20:00
2021-11-22-22-pacific,Chicago State,Pacific,58,74,Away,11/22/21 22:00
2021-12-01-19-loyola-md,Chicago State,Loyola (MD),64,78,Away,12/1/21 19:00
2021-12-04-17-chicago-state,Chicago State,Tennessee State,59,49,Home,12/4/21 17:00
2021-12-11-15-chicago-state,Chicago State,Illinois State,71,81,Home,12/11/21 15:00
2021-12-13-13-chicago-state,Chicago State,Northern Illinois,59,70,Home,12/13/21 13:00
2021-12-16-19-iupui,Chicago State,IUPUI,61,55,Away,12/16/21 19:00
2021-12-21-19-iowa-state,Chicago State,Iowa State,48,79,Away,12/21/21 19:00
2021-12-22-18-drake,Chicago State,Drake,50,87,Away,12/22/21 18:00
2021-12-30-20-grand-canyon,Chicago State,Grand Canyon,63,80,Away,12/30/21 20:00
2022-01-01-18-new-mexico-state,Chicago State,New Mexico State,61,78,Away,1/1/22 18:00
2022-01-06-20-chicago-state,Chicago State,Seattle,77,93,Home,1/6/22 20:00
2022-01-13-20-texas-pan-american,Chicago State,Texas-Rio Grande Valley,63,85,Away,1/13/22 20:00
2022-01-15-16-lamar,Chicago State,Lamar,67,56,Away,1/15/22 16:00
2021-11-09-19-cincinnati,Cincinnati,Evansville,65,43,Home,11/9/21 19:00
2021-11-13-19-cincinnati,Cincinnati,Georgia,73,68,Home,11/13/21 19:00
2021-11-18-19-cincinnati,Cincinnati,Presbyterian,79,45,Home,11/18/21 19:00
2021-11-22-18-cincinnati,Cincinnati,Illinois,71,51,Neutral,11/22/21 18:30
2021-11-27-14-cincinnati,Cincinnati,Monmouth,59,61,Home,11/27/21 14:00
2021-12-01-19-miami-oh,Cincinnati,Miami (OH),59,58,Away,12/1/21 19:00
2021-12-11-20-xavier,Cincinnati,Xavier,63,83,Away,12/11/21 20:30
2021-12-14-19-cincinnati,Cincinnati,Florida A&M,77,50,Home,12/14/21 19:00
2021-12-21-19-cincinnati,Cincinnati,Tennessee Tech,76,67,Home,12/21/21 19:00
2022-01-01-19-cincinnati,Cincinnati,Tulane,60,68,Home,1/1/22 19:00
2022-01-06-21-cincinnati,Cincinnati,Southern Methodist,77,60,Home,1/6/22 21:30
2022-01-09-15-memphis,Cincinnati,Memphis,80,87,Away,1/9/22 15:30
2022-01-12-19-cincinnati,Cincinnati,East Carolina,79,71,Home,1/12/22 19:00
2021-11-09-19-pittsburgh,The Citadel,Pittsburgh,78,63,Away,11/9/21 19:00
2021-11-15-19-presbyterian,The Citadel,Presbyterian,70,74,Away,11/15/21 19:00
2021-11-22-21-duke,The Citadel,Duke,81,107,Away,11/22/21 21:00
2021-11-28-14-south-carolina-state,The Citadel,South Carolina State,91,79,Away,11/28/21 14:00
2021-12-01-18-north-carolina-asheville,The Citadel,North Carolina-Asheville,58,65,Away,12/1/21 18:30
2021-12-06-19-citadel,The Citadel,North Carolina Central,80,67,Home,12/6/21 19:00
2021-12-20-17-citadel,The Citadel,South Carolina State,57,74,Home,12/20/21 17:00
2021-12-21-19-citadel,The Citadel,Manhattan,74,77,Home,12/21/21 19:00
2022-01-05-19-western-carolina,The Citadel,Western Carolina,90,94,Away,1/5/22 19:00
2022-01-13-19-citadel,The Citadel,North Carolina-Greensboro,74,69,Home,1/13/22 19:00
2021-11-09-19-clemson,Clemson,Presbyterian,64,53,Home,11/9/21 19:00
2021-11-12-19-clemson,Clemson,Wofford,76,68,Home,11/12/21 19:00
2021-11-18-16-temple,Clemson,Temple,75,48,Neutral,11/18/21 16:00
2021-11-19-14-clemson,Clemson,St. Bonaventure,65,68,Neutral,11/19/21 14:30
2021-11-21-17-west-virginia,Clemson,West Virginia,59,66,Neutral,11/21/21 17:00
2021-11-30-21-rutgers,Clemson,Rutgers,64,74,Away,11/30/21 21:00
2021-12-04-12-miami-fl,Clemson,Miami (FL),75,80,Away,12/4/21 12:00
2021-12-11-14-clemson,Clemson,Drake,90,80,Neutral,12/11/21 14:00
2021-12-14-19-clemson,Clemson,Miami (OH),89,76,Home,12/14/21 19:00
2021-12-18-18-clemson,Clemson,South Carolina,70,56,Home,12/18/21 18:00
2021-12-22-19-virginia,Clemson,Virginia,67,50,Away,12/22/21 19:00
2022-01-04-21-clemson,Clemson,Virginia,65,75,Home,1/4/22 21:00
2022-01-08-12-north-carolina-state,Clemson,North Carolina State,70,65,Away,1/8/22 12:00
2022-01-12-19-notre-dame,Clemson,Notre Dame,56,72,Away,1/12/22 19:00
2021-11-13-19-cleveland-state,Cleveland State,Ohio,56,67,Home,11/13/21 19:00
2021-11-22-19-cleveland-state,Cleveland State,Coppin State,65,62,Home,11/22/21 19:00
2021-12-02-19-cleveland-state,Cleveland State,Northern Kentucky,72,58,Home,12/2/21 19:00
2021-12-04-15-cleveland-state,Cleveland State,Wright State,85,75,Home,12/4/21 15:00
2021-12-13-20-oklahoma-state,Cleveland State,Oklahoma State,93,98,Away,12/13/21 20:00
2021-12-30-19-cleveland-state,Cleveland State,Purdue-Fort Wayne,90,81,Home,12/30/21 19:00
2022-01-05-19-cleveland-state,Cleveland State,Purdue-Fort Wayne,65,58,Home,1/5/22 19:00
2022-01-07-19-robert-morris,Cleveland State,Robert Morris,78,77,Away,1/7/22 19:00
2022-01-09-14-youngstown-state,Cleveland State,Youngstown State,86,80,Away,1/9/22 14:00
2022-01-13-19-cleveland-state,Cleveland State,Oakland,65,70,Home,1/13/22 19:00
2022-01-15-15-cleveland-state,Cleveland State,Detroit Mercy,72,70,Home,1/15/22 15:30
2021-11-18-19-north-carolina-wilmington,Coastal Carolina,North Carolina-Wilmington,53,65,Away,11/18/21 19:00
2021-11-23-20-coastal-carolina,Coastal Carolina,Valparaiso,64,61,Neutral,11/23/21 20:00
2021-11-24-20-coastal-carolina,Coastal Carolina,Toledo,70,79,Neutral,11/24/21 20:00
2021-12-01-19-coastal-carolina,Coastal Carolina,South Carolina,80,56,Home,12/1/21 19:00
2021-12-04-13-coastal-carolina,Coastal Carolina,Winthrop,74,64,Home,12/4/21 13:00
2021-12-06-19-coastal-carolina,Coastal Carolina,Mercer,69,74,Home,12/6/21 19:00
2021-12-12-14-coastal-carolina,Coastal Carolina,Wofford,60,59,Home,12/12/21 14:00
2021-12-19-15-middle-tennessee,Coastal Carolina,Middle Tennessee,80,84,Away,12/19/21 15:00
2021-12-30-19-coastal-carolina,Coastal Carolina,Louisiana-Monroe,94,64,Home,12/30/21 19:00
2022-01-01-14-coastal-carolina,Coastal Carolina,Louisiana,64,65,Home,1/1/22 14:00
2022-01-06-19-troy,Coastal Carolina,Troy,59,69,Away,1/6/22 19:00
2021-11-09-19-colgate,Colgate,Northeastern,65,58,Home,11/9/21 19:00
2021-11-13-14-north-carolina-state,Colgate,North Carolina State,74,77,Away,11/13/21 14:00
2021-11-16-19-cornell,Colgate,Cornell,68,78,Away,11/16/21 19:00
2021-11-20-17-syracuse,Colgate,Syracuse,100,85,Away,11/20/21 17:00
2021-11-24-19-harvard,Colgate,Harvard,84,89,Away,11/24/21 19:00
2021-11-29-19-colgate,Colgate,Niagara,59,70,Home,11/29/21 19:00
2021-12-03-19-northeastern,Colgate,Northeastern,69,74,Away,12/3/21 19:00
2021-12-06-19-colgate,Colgate,Columbia,89,61,Home,12/6/21 19:00
2021-12-09-20-pittsburgh,Colgate,Pittsburgh,68,71,Away,12/9/21 20:00
2021-12-12-12-st-johns-ny,Colgate,St. John's (NY),64,82,Away,12/12/21 12:00
2021-12-19-14-monmouth,Colgate,Monmouth,66,77,Away,12/19/21 14:00
2021-12-22-14-vermont,Colgate,Vermont,68,78,Away,12/22/21 14:00
2022-01-04-19-lehigh,Colgate,Lehigh,81,85,Away,1/4/22 19:00
2022-01-13-19-navy,Colgate,Navy,69,50,Away,1/13/22 19:00
2021-11-11-19-college-of-charleston,College of Charleston,South Carolina State,106,74,Home,11/11/21 19:00
2021-11-12-19-college-of-charleston,College of Charleston,Lipscomb,86,77,Home,11/12/21 19:30
2021-11-13-17-college-of-charleston,College of Charleston,Loyola (MD),79,72,Home,11/13/21 17:00
2021-11-16-20-college-of-charleston,College of Charleston,North Carolina,83,94,Home,11/16/21 20:30
2021-11-22-20-oklahoma-state,College of Charleston,Oklahoma State,66,96,Away,11/22/21 20:00
2021-11-30-19-college-of-charleston,College of Charleston,Tulane,81,77,Home,11/30/21 19:30
2021-12-03-19-furman,College of Charleston,Furman,88,91,Away,12/3/21 19:00
2021-12-07-20-tulane,College of Charleston,Tulane,86,72,Away,12/7/21 20:00
2021-12-12-14-college-of-charleston,College of Charleston,Presbyterian,78,76,Home,12/12/21 14:00
2021-12-16-19-stetson,College of Charleston,Stetson,59,67,Away,12/16/21 19:00
2021-12-22-19-old-dominion,College of Charleston,Old Dominion,82,80,Away,12/22/21 19:00
2021-12-31-14-college-of-charleston,College of Charleston,Delaware,66,67,Home,12/31/21 14:00
2022-01-09-16-college-of-charleston,College of Charleston,Elon,65,61,Home,1/9/22 16:00
2021-11-09-21-colorado-state,Colorado State,Oral Roberts,109,80,Home,11/9/21 21:30
2021-11-21-17-creighton,Colorado State,Creighton,95,81,Neutral,11/21/21 17:45
2021-11-22-20-northeastern,Colorado State,Northeastern,71,61,Neutral,11/22/21 20:00
2021-11-27-14-colorado-state,Colorado State,Northern Colorado,88,79,Home,11/27/21 14:00
2021-12-04-16-colorado-state,Colorado State,Saint Mary's (CA),74,58,Home,12/4/21 16:00
2021-12-11-14-colorado-state,Colorado State,Mississippi State,66,63,Neutral,12/11/21 14:00
2022-01-08-16-san-diego-state,Colorado State,San Diego State,49,79,Away,1/8/22 16:00
2022-01-12-20-colorado-state,Colorado State,Utah State,77,72,Home,1/12/22 20:00
2022-01-15-18-san-jose-state,Colorado State,San Jose State,78,42,Away,1/15/22 18:00
2021-11-09-22-colorado,Colorado,Montana State,94,90,Home,11/9/21 22:00
2021-11-13-18-colorado,Colorado,New Mexico,87,76,Home,11/13/21 18:30
2021-11-15-20-colorado,Colorado,Maine,90,46,Home,11/15/21 20:00
2021-11-19-20-colorado,Colorado,Southern Illinois,63,67,Neutral,11/19/21 20:00
2021-11-20-17-colorado,Colorado,Duquesne,84,76,Neutral,11/20/21 17:45
2021-11-28-19-colorado,Colorado,Stanford,80,76,Home,11/28/21 19:00
2021-12-01-21-ucla,Colorado,UCLA,61,73,Away,12/1/21 21:30
2021-12-04-14-colorado,Colorado,Tennessee,54,69,Home,12/4/21 14:00
2021-12-08-20-colorado,Colorado,Eastern Washington,60,57,Home,12/8/21 20:00
2021-12-10-21-colorado,Colorado,Milwaukee,65,54,Home,12/10/21 21:30
2022-01-06-21-colorado,Colorado,Washington State,83,78,Home,1/6/22 21:00
2022-01-09-17-colorado,Colorado,Washington,78,64,Home,1/9/22 17:00
2021-11-09-20-fordham,Columbia,Fordham,67,77,Away,11/9/21 20:00
2021-11-12-19-columbia,Columbia,Marist,67,82,Home,11/12/21 19:00
2021-11-23-19-lehigh,Columbia,Lehigh,72,79,Away,11/23/21 19:00
2021-11-29-19-columbia,Columbia,Lafayette,50,73,Home,11/29/21 19:00
2021-12-01-19-maryland-baltimore-county,Columbia,Maryland-Baltimore County,60,98,Away,12/1/21 19:00
2021-12-04-14-columbia,Columbia,Maine,77,66,Home,12/4/21 14:00
2021-12-13-20-columbia,Columbia,Sacred Heart,69,79,Home,12/13/21 20:00
2022-01-07-19-princeton,Columbia,Princeton,69,84,Away,1/7/22 19:00
2022-01-08-18-pennsylvania,Columbia,Pennsylvania,73,69,Away,1/8/22 18:00
2022-01-15-14-columbia,Columbia,Harvard,82,91,Home,1/15/22 14:00
2021-11-13-12-connecticut,Connecticut,Coppin State,89,54,Home,11/13/21 12:00
2021-11-17-18-connecticut,Connecticut,Long Island University,93,40,Home,11/17/21 18:30
2021-11-25-12-michigan-state,Connecticut,Michigan State,60,64,Neutral,11/25/21 12:00
2021-11-26-13-connecticut,Connecticut,Virginia Commonwealth,70,63,Neutral,11/26/21 13:30
2021-11-30-19-connecticut,Connecticut,Maryland-Eastern Shore,72,63,Home,11/30/21 19:00
2021-12-04-16-connecticut,Connecticut,Grambling,88,59,Home,12/4/21 16:00
2021-12-08-19-west-virginia,Connecticut,West Virginia,53,56,Away,12/8/21 19:00
2021-12-11-16-connecticut,Connecticut,St. Bonaventure,74,64,Neutral,12/11/21 16:00
2021-12-18-17-connecticut,Connecticut,Providence,53,57,Home,12/18/21 17:00
2021-12-21-21-marquette,Connecticut,Marquette,78,70,Away,12/21/21 21:00
2022-01-08-12-seton-hall,Connecticut,Seton Hall,87,90,Away,1/8/22 12:00
2022-01-12-20-connecticut,Connecticut,St. John's (NY),86,78,Home,1/12/22 20:30
2021-11-09-20-loyola-il,Coppin State,Loyola (IL),45,103,Away,11/9/21 20:00
2021-11-10-21-depaul,Coppin State,DePaul,72,97,Away,11/10/21 21:00
2021-11-12-19-rider,Coppin State,Rider,69,81,Away,11/12/21 19:00
2021-11-15-19-north-carolina-greensboro,Coppin State,North Carolina-Greensboro,48,55,Away,11/15/21 19:00
2021-11-17-19-coppin-state,Coppin State,Loyola (MD),71,49,Home,11/17/21 19:00
2021-11-19-19-virginia,Coppin State,Virginia,52,68,Away,11/19/21 19:00
2021-11-27-13-east-carolina,Coppin State,East Carolina,68,70,Away,11/27/21 13:00
2021-12-01-19-st-bonaventure,Coppin State,St. Bonaventure,81,93,Away,12/1/21 19:00
2021-12-03-19-cornell,Coppin State,Cornell,77,92,Away,12/3/21 19:00
2021-12-08-18-george-washington,Coppin State,George Washington,62,75,Away,12/8/21 18:30
